RT,HH_ID,DIVISION,PUMA,REGION,ST,ADJHSG,ADJINC,WGTP,NP,TYPEHUGQ,ACCESSINET,ACR,AGS,BATH,BDSP,BLD,BROADBND,COMPOTHX,CONP,DIALUP,ELEFP,ELEP,FS,FULFP,FULP,GASFP,GASP,HFL,HISPEED,HOTWAT,INSP,LAPTOP,MHP,MRGI,MRGP,MRGT,MRGX,OTHSVCEX,REFR,RMSP,RNTM,RNTP,RWAT,RWATPR,SATELLITE,SINK,SMARTPHONE,SMP,STOV,TABLET,TEL,TEN,VACS,VALP,VEH,WATFP,WATP,YRBLT,CPLT,FINCP,FPARC,GRNTP,GRPIP,HHL,HHLANP,HHLDRAGEP,HHLDRHISP,HHLDRRAC1P,HHT,HHT2,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PLMPRP,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXAMT,WIF,WKEXREL,WORKSTAT,FACCESSP,FACRP,FAGSP,FBATHP,FBDSP,FBLDP,FBROADBNDP,FCOMPOTHXP,FCONP,FDIALUPP,FELEP,FFINCP,FFSP,FFULP,FGASP,FGRNTP,FHFLP,FHINCP,FHISPEEDP,FHOTWATP,FINSP,FKITP,FLAPTOPP,FMHP,FMRGIP,FMRGP,FMRGTP,FMRGXP,FMVP,FOTHSVCEXP,FPLMP,FPLMPRP,FREFRP,FRMSP,FRNTMP,FRNTP,FRWATP,FRWATPRP,FSATELLITEP,FSINKP,FSMARTPHONP,FSMOCP,FSMP,FSMXHP,FSMXSP,FSTOVP,FTABLETP,FTAXP,FTELP,FTENP,FVACSP,FVALP,FVEHP,FWATP,FYRBLTP,WGTP1,WGTP2,WGTP3,WGTP4,WGTP5,WGTP6,WGTP7,WGTP8,WGTP9,WGTP10,WGTP11,WGTP12,WGTP13,WGTP14,WGTP15,WGTP16,WGTP17,WGTP18,WGTP19,WGTP20,WGTP21,WGTP22,WGTP23,WGTP24,WGTP25,WGTP26,WGTP27,WGTP28,WGTP29,WGTP30,WGTP31,WGTP32,WGTP33,WGTP34,WGTP35,WGTP36,WGTP37,WGTP38,WGTP39,WGTP40,WGTP41,WGTP42,WGTP43,WGTP44,WGTP45,WGTP46,WGTP47,WGTP48,WGTP49,WGTP50,WGTP51,WGTP52,WGTP53,WGTP54,WGTP55,WGTP56,WGTP57,WGTP58,WGTP59,WGTP60,WGTP61,WGTP62,WGTP63,WGTP64,WGTP65,WGTP66,WGTP67,WGTP68,WGTP69,WGTP70,WGTP71,WGTP72,WGTP73,WGTP74,WGTP75,WGTP76,WGTP77,WGTP78,WGTP79,WGTP80,GEO_CODE
H,718,5,300,3,10,1078962,1093093,11,6,1,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,250.0,1.0,2.0,,4.0,400.0,2.0,1.0,9.0,0.0,1.0,0.0,,,,3.0,2.0,1.0,4.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,,100000.0,2.0,2.0,,1970.0,1.0,0.0,2.0,,,1.0,9500.0,52.0,1.0,9.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,4.0,6.0,0.0,0.0,4.0,,0.0,1.0,9.0,0.0,1.0,0.0,0.0,2.0,677.0,,0.0,0.0,325.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,11,3,4,4,13,21,12,14,10,19,23,20,13,4,10,15,8,11,3,20,10,3,4,3,12,13,12,15,11,20,26,18,12,5,14,18,12,12,21,3,13,19,20,17,15,16,14,11,11,3,6,4,12,24,12,3,9,11,14,3,7,13,16,20,15,15,16,19,12,3,4,3,9,27,15,3,11,12,4,10001040100
H,719,5,200,3,10,1059761,1070512,15,1,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,70.0,2.0,3.0,1400.0,4.0,30.0,4.0,2.0,9.0,350.0,2.0,,,,,3.0,2.0,1.0,6.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,2.0,1.0,2.0,,180000.0,2.0,3.0,310.0,1950.0,,,,,,1.0,9500.0,84.0,1.0,2.0,6.0,5.0,13300.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,35.0,0.0,1.0,9.0,0.0,0.0,1.0,1.0,1.0,393.0,,0.0,1.0,1450.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,12,11,11,17,17,24,15,6,19,21,16,11,30,18,4,4,3,20,24,11,13,15,11,4,4,6,17,27,17,5,16,12,6,21,25,22,25,18,23,12,13,12,12,3,3,5,17,31,22,4,17,11,5,17,27,24,19,21,4,12,16,14,11,20,21,25,17,4,16,27,18,11,33,16,4,4,4,19,5,10001040100
H,720,5,300,3,10,1000000,1029928,14,3,1,1.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,0.0,2.0,3.0,360.0,2.0,2.0,,4.0,10.0,3.0,1.0,9.0,1300.0,1.0,,1.0,4400.0,1.0,1.0,2.0,1.0,9.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,3014000.0,4.0,3.0,300.0,2000.0,2.0,430560.0,2.0,,,1.0,9500.0,57.0,1.0,1.0,1.0,1.0,430560.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,13.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,3.0,4795.0,3.0,0.0,1.0,5250.0,3.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,4,14,13,24,14,22,28,4,4,14,14,15,16,25,5,15,15,14,25,4,25,17,15,4,14,4,4,22,25,14,15,16,15,5,23,15,14,14,28,4,22,13,17,5,15,4,3,26,25,15,14,13,14,4,24,17,12,13,5,28,4,14,14,27,14,24,25,4,5,13,14,14,15,23,4,15,14,14,4,10001040100
H,721,5,102,3,10,1105263,1117630,2,5,1,1.0,1.0,,1.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,250.0,2.0,2.0,,4.0,200.0,2.0,1.0,9.0,0.0,1.0,,2.0,1200.0,1.0,1.0,2.0,1.0,12.0,,,1.0,9.0,2.0,1.0,1.0,980.0,1.0,1.0,1.0,1.0,,350000.0,2.0,3.0,500.0,1970.0,1.0,127800.0,2.0,,,1.0,9500.0,51.0,1.0,1.0,1.0,1.0,127800.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,5.0,0.0,0.0,2.0,25.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,3.0,2672.0,2.0,0.0,1.0,2050.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2,3,2,1,1,3,1,5,1,3,2,4,3,2,2,2,3,2,4,2,1,4,4,2,2,1,2,2,3,3,1,3,2,5,4,1,1,2,4,2,1,4,5,2,3,1,2,2,3,2,1,2,2,4,4,0,1,0,3,4,2,3,2,1,1,2,1,4,1,6,2,4,5,3,2,2,2,1,10001040100
H,722,5,300,3,10,1000000,1029928,8,2,1,1.0,1.0,,1.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,130.0,2.0,2.0,,4.0,390.0,2.0,1.0,9.0,2500.0,1.0,,1.0,1800.0,1.0,1.0,2.0,1.0,9.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,,400000.0,2.0,3.0,120.0,2010.0,1.0,112810.0,4.0,,,1.0,9500.0,63.0,1.0,1.0,1.0,2.0,112810.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,1.0,9.0,0.0,0.0,2.0,1.0,3.0,2330.0,3.0,0.0,1.0,2550.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,8,2,13,2,8,9,7,9,8,8,13,3,9,8,3,2,7,14,7,8,3,8,9,9,3,14,13,16,14,2,7,8,15,2,8,9,2,8,2,2,8,14,3,14,7,7,9,8,8,9,2,13,7,9,14,14,9,2,9,9,13,9,9,7,13,3,2,2,2,15,9,9,2,15,9,7,15,8,14,10001040100
H,723,5,101,3,10,1059761,1070512,37,4,1,1.0,,,1.0,2.0,6.0,1.0,2.0,,2.0,3.0,200.0,1.0,2.0,,3.0,,3.0,1.0,9.0,,1.0,,,,,,2.0,1.0,5.0,2.0,900.0,1.0,9.0,2.0,1.0,1.0,,1.0,2.0,1.0,3.0,,,2.0,1.0,,1939.0,,131300.0,2.0,1100.0,10.0,1.0,9500.0,60.0,1.0,2.0,3.0,7.0,131300.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,0.0,4.0,0.0,0.0,2.0,,0.0,1.0,9.0,1.0,1.0,1.0,0.0,2.0,,,1.0,0.0,,2.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,35,32,59,67,37,11,46,11,70,10,36,9,33,75,64,38,10,33,67,10,9,74,30,38,65,37,73,34,41,32,11,36,10,43,32,12,45,67,37,38,31,38,57,61,36,13,30,12,59,14,46,11,41,61,57,33,10,44,50,12,11,59,39,37,68,26,51,40,32,32,11,39,13,44,38,12,36,62,40,10001040100
H,724,5,104,3,10,1105263,1117630,54,3,1,1.0,1.0,,1.0,2.0,3.0,1.0,2.0,0.0,2.0,3.0,170.0,2.0,2.0,,4.0,80.0,3.0,1.0,9.0,0.0,1.0,,1.0,890.0,1.0,1.0,2.0,1.0,5.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,173000.0,2.0,3.0,20.0,1990.0,3.0,14800.0,1.0,,,1.0,9500.0,24.0,1.0,1.0,3.0,3.0,50800.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,27.0,4.0,1.0,9.0,0.0,1.0,0.0,0.0,3.0,1142.0,3.0,0.0,1.0,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,116,59,18,66,81,13,61,94,84,77,56,49,47,41,45,16,20,16,17,58,14,54,68,45,43,71,48,16,17,14,43,60,63,74,60,103,82,93,92,60,98,52,21,61,62,13,59,121,97,96,53,69,63,40,55,17,20,14,15,45,16,47,62,43,39,80,36,18,15,14,44,52,65,60,71,107,68,82,94,10001040100
H,725,5,200,3,10,1000000,1029928,36,5,1,3.0,2.0,1.0,1.0,2.0,2.0,,2.0,,,2.0,,2.0,2.0,,4.0,20.0,6.0,,9.0,,2.0,,,,,,,1.0,5.0,2.0,250.0,1.0,9.0,,1.0,2.0,,1.0,2.0,2.0,3.0,,,0.0,2.0,,2000.0,1.0,95000.0,1.0,270.0,3.0,3.0,1125.0,24.0,1.0,1.0,1.0,1.0,95000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,0.0,0.0,3.0,,0.0,1.0,9.0,0.0,1.0,0.0,0.0,2.0,,,1.0,0.0,,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61,13,43,50,43,9,39,73,33,9,10,28,34,11,56,32,63,56,33,37,11,58,42,33,28,59,38,15,30,70,65,30,45,67,11,39,10,10,31,31,8,50,29,36,40,69,36,10,35,48,53,41,33,51,10,38,12,11,45,37,60,10,38,33,47,13,39,60,41,12,12,34,39,17,73,33,48,60,43,35,10001040100
H,726,5,103,3,10,1046695,1053131,13,1,1,1.0,,,1.0,1.0,7.0,1.0,2.0,,2.0,3.0,130.0,2.0,2.0,,3.0,,3.0,1.0,9.0,,1.0,,,,,,2.0,1.0,3.0,2.0,950.0,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,1.0,1.0,,1980.0,,,,1080.0,19.0,1.0,9500.0,27.0,1.0,1.0,4.0,9.0,67000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,,0.0,0.0,0.0,,0.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,17,10,15,13,4,13,5,10,11,6,15,24,5,4,23,14,12,21,6,9,6,13,11,13,18,12,21,12,14,18,11,5,19,21,5,14,10,4,19,11,23,12,11,10,5,11,4,13,15,5,14,22,5,4,18,12,14,24,5,12,3,12,15,14,18,14,22,12,10,20,12,8,21,16,5,13,14,4,25,10001040100
H,727,5,300,3,10,1078962,1093093,29,2,1,1.0,1.0,,1.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,240.0,2.0,2.0,,3.0,,3.0,2.0,9.0,0.0,2.0,,1.0,1200.0,1.0,1.0,2.0,1.0,7.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,250000.0,2.0,3.0,330.0,1990.0,1.0,54800.0,4.0,,,1.0,9500.0,64.0,1.0,1.0,1.0,2.0,54800.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,32.0,0.0,1.0,9.0,0.0,0.0,2.0,0.0,1.0,1468.0,3.0,0.0,1.0,825.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,7,28,33,8,31,43,8,9,46,28,30,45,29,48,32,29,26,8,60,29,8,28,26,8,31,46,9,9,54,32,28,48,27,50,29,25,29,7,8,26,58,27,29,55,27,8,55,44,9,27,25,9,27,8,28,30,27,44,9,29,38,29,32,42,27,9,51,47,8,29,29,10,31,7,30,26,28,51,49,10001040100
H,728,5,104,3,10,1078962,1093093,29,2,1,1.0,1.0,,1.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,160.0,2.0,3.0,310.0,3.0,,4.0,2.0,9.0,840.0,1.0,,2.0,1300.0,2.0,1.0,2.0,1.0,8.0,,,1.0,9.0,2.0,1.0,1.0,1300.0,1.0,1.0,1.0,1.0,,240000.0,3.0,3.0,750.0,1970.0,3.0,,,,,1.0,9500.0,64.0,1.0,1.0,7.0,4.0,69500.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,1.0,0.0,55.0,4.0,1.0,9.0,0.0,0.0,2.0,1.0,1.0,3189.0,2.0,0.0,1.0,3250.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,30,9,10,30,27,28,29,30,48,27,8,50,28,50,28,8,36,9,45,50,27,9,7,35,25,25,36,31,51,27,9,54,29,52,27,8,29,10,54,40,32,9,9,25,33,27,29,26,53,31,10,43,30,53,28,8,33,9,51,38,33,8,8,31,27,30,31,30,55,34,8,48,28,45,27,10,27,8,41,10001040100
H,729,5,300,3,10,1059761,1070512,19,2,1,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,,2.0,3.0,250.0,2.0,2.0,,3.0,,3.0,1.0,9.0,,1.0,,,,,,2.0,1.0,3.0,2.0,800.0,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,2.0,3.0,160.0,2010.0,,48300.0,4.0,1063.0,26.0,1.0,9500.0,23.0,1.0,1.0,2.0,11.0,48300.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,,,1.0,0.0,,2.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,18,24,31,20,21,6,30,5,5,24,22,30,32,7,15,23,22,5,17,7,5,6,27,32,5,16,13,15,18,37,37,18,23,28,37,6,34,21,6,19,18,19,7,17,18,39,7,34,30,21,23,6,6,29,16,17,20,39,21,26,32,31,24,5,39,24,20,21,23,6,7,20,20,18,5,27,7,22,38,10001040100
H,730,5,102,3,10,1046695,1053131,13,5,1,1.0,1.0,,1.0,5.0,2.0,1.0,2.0,0.0,2.0,3.0,130.0,1.0,2.0,,2.0,,1.0,1.0,9.0,3500.0,1.0,,2.0,660.0,1.0,1.0,2.0,1.0,10.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,360000.0,3.0,3.0,320.0,1950.0,1.0,187800.0,2.0,,,1.0,9500.0,38.0,1.0,1.0,1.0,1.0,187800.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,5.0,0.0,0.0,2.0,7.0,0.0,1.0,9.0,0.0,1.0,1.0,1.0,3.0,1108.0,3.0,0.0,1.0,3050.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21,16,21,19,23,20,14,13,24,22,13,27,25,10,10,12,15,22,13,11,5,16,6,4,4,4,13,13,5,4,13,4,4,11,12,12,15,5,16,13,4,11,4,5,4,5,15,14,3,6,13,4,5,13,16,14,11,5,12,15,22,13,25,19,22,26,14,15,20,24,12,21,19,14,13,14,11,22,14,14,10001040100
H,731,5,104,3,10,1078962,1093093,30,2,1,1.0,1.0,,1.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,200.0,2.0,2.0,,4.0,100.0,1.0,1.0,9.0,1000.0,1.0,,1.0,2000.0,1.0,1.0,2.0,1.0,10.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,370000.0,2.0,3.0,500.0,1990.0,1.0,130000.0,4.0,,,1.0,9500.0,47.0,1.0,1.0,1.0,2.0,130000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,22.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,2342.0,3.0,0.0,1.0,4050.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,28,29,30,27,33,8,29,48,8,29,9,32,56,33,55,7,36,62,40,9,31,29,27,33,24,40,35,10,51,26,45,33,9,30,8,48,30,9,8,38,31,31,27,28,30,9,33,50,10,24,10,29,56,34,49,10,29,42,58,9,36,33,27,28,29,46,28,7,58,32,58,28,9,33,6,52,28,9,9,10001040100
H,732,5,102,3,10,1105263,1117630,14,2,1,3.0,1.0,,1.0,5.0,2.0,,2.0,0.0,,3.0,60.0,2.0,2.0,,4.0,50.0,1.0,,9.0,0.0,1.0,,,,,3.0,,1.0,9.0,,,1.0,9.0,,1.0,1.0,,1.0,1.0,1.0,2.0,,500000.0,2.0,2.0,,1970.0,1.0,100000.0,4.0,,,1.0,9500.0,80.0,1.0,1.0,1.0,2.0,100000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,1.0,9.0,0.0,0.0,2.0,2.0,3.0,1168.0,,0.0,1.0,12700.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14,13,23,4,15,14,4,14,13,4,14,14,14,5,24,21,21,23,4,15,14,13,5,23,14,12,24,15,13,22,14,15,13,23,4,5,4,5,22,15,14,14,4,23,13,14,22,15,14,27,17,14,12,23,4,5,3,4,22,14,12,13,25,4,15,14,4,12,14,4,14,13,13,4,22,21,24,21,4,14,10001040100
H,733,5,102,3,10,1000000,1029928,13,2,1,1.0,1.0,,1.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,280.0,2.0,2.0,,2.0,,1.0,1.0,9.0,2500.0,1.0,,1.0,2300.0,1.0,1.0,2.0,1.0,9.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,,385000.0,2.0,3.0,1000.0,1960.0,1.0,176800.0,4.0,,,1.0,9500.0,74.0,1.0,1.0,1.0,2.0,176800.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,1.0,9.0,0.0,0.0,2.0,2.0,3.0,2663.0,3.0,0.0,1.0,3750.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,12,3,4,11,23,3,21,13,11,12,13,11,12,3,20,13,12,20,12,13,4,12,12,4,13,11,12,4,20,21,19,19,3,13,11,20,4,12,20,3,11,20,20,11,4,22,3,13,12,11,12,11,11,20,4,13,13,3,12,12,20,12,12,21,12,12,13,20,3,4,4,3,23,11,11,4,19,12,4,10001040100
H,734,5,104,3,10,1078962,1093093,9,7,1,1.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,300.0,1.0,2.0,,3.0,,3.0,1.0,9.0,600.0,1.0,,2.0,500.0,2.0,1.0,2.0,1.0,10.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,280000.0,6.0,2.0,,1970.0,1.0,102000.0,1.0,,,1.0,9500.0,69.0,1.0,9.0,1.0,2.0,102000.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,7.0,0.0,6.0,0.0,1.0,3.0,12.0,0.0,1.0,9.0,1.0,1.0,2.0,2.0,1.0,1013.0,3.0,0.0,1.0,1950.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,13,3,4,11,7,4,13,17,10,10,3,9,14,10,11,2,11,15,11,2,2,13,11,3,8,15,3,4,11,8,16,7,7,7,10,12,6,10,9,2,5,16,13,3,8,11,3,4,15,15,16,8,10,9,8,13,8,7,8,9,11,2,4,18,9,5,14,17,6,7,4,10,7,9,8,4,12,8,7,10001040100
